104,75
104,103
104,105
104,106
105,76
105,104
105,78
105,107
106,104
106,103
106,137
106,107
107,105
107,106
107,138
107,108
108,77
108,107
108,139
108,109
109,78
109,108
109,140
109,110
110,79
110,109
110,142
110,111
111,80
111,110
111,143
111,112
112,81
112,111
112,113
112,144
113,84
113,85
113,112
113,114
113,145
114,86
114,113
114,115
114,145
115,87
115,114
115,116
115,148
116,88
116,115
116,117
116,149
117,89
117,116
117,118
117,150
118,90
118,117
118,119
118,151
119,91
119,118
119,120
119,152
120,92
120,119
120,121
120,153
121,93
121,120
121,122
121,154
122,94
122,121
123,95
123,124
123,219
124,96
124,123
124,220
124,125
125,97
125,124
125,221
125,126
126,98
126,125
126,222
126,127
127,99
127,126
127,223
127,128
128,100
128,127
128,224
128,129
129,101
129,128
129,225
129,130
130,102
130,129
130,225
130,103
130,131
131,103
131,130
131,227
131,132
132,133
132,131
132,228
132,183
132,134
133,103
133,132
133,134
134,133
134,132
134,182
134,135
135,137
135,134
135,181
135,136
136,138
136,135
136,180
136,139
137,106
137,103
137,135
137,138
138,107
138,137
138,136
138,139
139,108
139,138
139,136
139,179
139,140
139,141
140,109
140,139
140,141
140,142
141,140
141,139
141,178
141,161
142,110
142,140
142,161
142,143
143,111
143,142
143,162
143,144
144,112
144,143
144,163
144,146
145,113
145,114
145,146
146,145
146,144
146,148
146,147
147,146
147,148
147,160
148,115
148,146
148,147
148,149
149,116
149,148
149,160
149,150
150,117
150,149
150,159
150,151
151,118
151,150
151,158
151,152
152,119
152,151
152,157
152,153
153,120
153,152
153,156
153,154
154,121
154,153
154,155
155,154
155,156
155,168
156,155
156,153
156,157
157,152
157,156
157,158
158,151
158,157
158,165
158,159
159,150
159,158
159,164
159,160
160,147
160,149
160,159
160,164
161,142
161,141
161,177
161,162
162,143
162,161
162,177
162,175
162,163
163,144
163,162
163,174
163,164
164,160
164,159
164,163
164,165
164,173
165,158
165,164
165,172
165,166
166,157
166,165
166,171
166,167
167,166
167,168
167,170
168,167
168,155
168,169
169,168
169,170
170,167
170,169
170,171
171,172
171,166
171,170
171,197
172,173
172,165
172,171
173,164
173,174
173,172
174,163
174,175
174,197
174,173
175,162
175,174
175,176
175,198
176,177
176,196
176,175
176,199
177,161
177,162
177,176
177,178
178,141
178,177
178,196
178,179
179,139
179,178
179,195
179,180
180,136
180,179
180,194
180,181
181,135
181,180
181,193
181,182
182,134
182,181
182,192
182,183
183,132
183,182
183,191
183,184
184,228
184,183
184,190
184,185
185,228
185,184
185,189
185,186
186,185
186,229
186,187
186,188
187,186
187,188
187,245
188,186
188,189
188,208
188,187
189,185
189,190
189,207
189,188
190,184
190,191
190,206
190,189
191,183
191,192
191,205
191,190
192,182
192,193
192,204
192,191
193,181
193,194
193,203
193,192
194,180
194,195
194,202
194,193
195,179
195,196
195,201
195,194
196,178
196,176
196,200
196,195
197,171
197,174
197,198
198,197
198,175
198,199
199,176
199,198
199,200
200,196
200,199
200,201
200,212
201,195
201,200
201,202
202,194
202,201
202,203
202,210
203,193
203,202
203,204
204,192
204,203
204,205
204,209
205,191
205,204
205,206
206,190
206,205
206,207
207,189
207,206
208,188
209,204
209,210
210,202
210,209
210,211
211,210
211,212
212,200
212,211
212,213
212,216
213,212
213,214
213,217
214,213
214,215
214,218
215,214
216,212
216,217
217,213
217,216
217,218
218,214
218,217
218,214
218,217
219,123
219,220
219,237
220,124
220,219
220,236
220,221
221,125
221,220
221,235
221,222
222,126
222,221
222,234
222,223
223,127
223,222
223,233
223,224
224,128
224,223
224,232
224,225
225,129
225,224
225,232
225,231
225,226
225,130
226,225
226,227
226,230
227,226
227,131
227,228
227,229
228,227
228,132
228,184
228,185
229,227
229,186
229,245
229,230
230,229
230,226
230,231
231,225
231,230
231,244
231,232
232,225
232,231
232,243
232,242
232,233
232,224
233,223
233,232
233,242
233,234
234,222
234,233
234,241
234,235
235,221
235,234
235,240
235,236
236,220
236,235
236,239
236,237
237,219
237,236
237,238
238,237
238,239
239,236
239,238
239,240
240,235
240,239
240,241
241,234
241,240
241,242
242,233
242,241
242,243
242,232
243,232
243,242
243,244
244,231
244,243
244,245
245,229
245,244
245,187
